frame,time_s,motion_energy
123,2.0500201399762057,0.035233017057180405
124,2.0666869703825164,0.00793886836618185
125,2.083353800788827,0.02267267554998398
126,2.1000206311951377,0.0
127,2.116687461601448,0.010752934031188488
128,2.1333542920077586,0.0
129,2.1500211224140693,0.0
130,2.16668795282038,0.0
131,2.1833547832266906,0.0
132,2.2000216136330013,0.0
133,2.216688444039312,0.02436569146811962
134,2.233355274445622,0.026321809738874435
135,2.250022104851933,0.08252304792404175
136,2.2666889352582436,0.016964469105005264
137,2.2833557656645542,0.006131460424512625
138,2.300022596070865,0.0
139,2.3166894264771756,0.0
140,2.3333562568834862,0.013166625052690506
141,2.350023087289797,0.009117115288972855
142,2.366689917696107,0.008716740645468235
143,2.383356748102418,0.0
144,2.4000235785087285,0.04523095861077309
145,2.416690408915039,0.058431901037693024
146,2.43335723932135,0.031217826530337334
147,2.4500240697276605,0.0012697613565251231
148,2.466690900133971,0.06519252061843872
149,2.483357730540282,0.031938500702381134
150,2.500024560946592,0.14487862586975098
151,2.5166913913529028,0.03292228281497955
152,2.5333582217592134,0.1334393322467804
153,2.550025052165524,0.7026470303535461
154,2.566691882571835,0.2180672138929367
155,2.5833587129781455,0.16525201499462128
156,2.600025543384456,0.523004412651062
157,2.6166923737907664,0.04696973040699959
158,2.633359204197077,0.5734745860099792
159,2.6500260346033877,0.03899654373526573
160,2.6666928650096984,0.10245029628276825
161,2.683359695416009,0.15583747625350952
162,2.7000265258223197,0.1976366490125656
163,2.7166933562286304,0.18691802024841309
164,2.733360186634941,0.295202374458313
165,2.7500270170412513,0.49127182364463806
166,2.766693847447562,0.45703402161598206
167,2.7833606778538726,0.040986981242895126
168,2.8000275082601833,0.5713125467300415
169,2.816694338666494,0.13814088702201843
170,2.8333611690728047,0.2673819959163666
171,2.8500279994791153,0.6869981288909912
172,2.8666948298854256,0.03024548664689064
173,2.8833616602917362,0.4018394351005554
174,2.900028490698047,0.05787137523293495
175,2.9166953211043576,0.23388776183128357
176,2.9333621515106683,0.18490470945835114
177,2.950028981916979,0.4922899305820465
178,2.9666958123232896,0.11824795603752136
179,2.9833626427296003,0.5298565626144409
180,3.0000294731359105,0.07050035148859024
181,3.016696303542221,0.6712347865104675
182,3.033363133948532,0.02129996195435524
183,3.0500299643548425,0.4731062352657318
184,3.066696794761153,0.40898898243904114
185,3.083363625167464,0.5708206295967102
186,3.1000304555737745,0.3441968560218811
187,3.116697285980085,0.38985106348991394
188,3.1333641163863954,0.0899013951420784
189,3.150030946792706,0.4377702474594116
190,3.166697777199017,0.6239333152770996
191,3.1833646076053275,0.4900020658969879
192,3.200031438011638,0.07159852981567383
193,3.216698268417949,0.15777070820331573
194,3.2333650988242595,0.19700747728347778
195,3.2500319292305697,0.12527167797088623
196,3.2666987596368804,0.018783316016197205
197,3.283365590043191,0.2323777675628662
198,3.3000324204495017,0.15200531482696533
199,3.3166992508558124,0.34421971440315247
200,3.333366081262123,0.2072914093732834
201,3.3500329116684338,0.04881145805120468
202,3.3666997420747444,0.21142098307609558
203,3.3833665724810547,0.3249673843383789
204,3.4000334028873653,0.18395525217056274
205,3.416700233293676,0.4160584807395935
206,3.4333670636999867,1.3914639949798584
207,3.4500338941062973,0.09584982693195343
208,3.466700724512608,0.3193964660167694
209,3.4833675549189187,0.8905145525932312
210,3.5000343853252294,0.11751584708690643
211,3.5167012157315396,0.6420073509216309
212,3.5333680461378503,0.17841863632202148
213,3.550034876544161,0.0646091178059578
214,3.5667017069504716,0.20329909026622772
215,3.5833685373567823,0.14930564165115356
216,3.600035367763093,0.432325154542923
217,3.6167021981694036,0.7794504761695862
218,3.633369028575714,0.10153515636920929
219,3.6500358589820245,0.38949644565582275
220,3.666702689388335,0.5768033862113953
221,3.683369519794646,0.7279507517814636
222,3.7000363502009566,0.26793110370635986
223,3.7167031806072672,0.40127891302108765
224,3.733370011013578,1.0231417417526245
225,3.7500368414198886,0.40215975046157837
226,3.766703671826199,0.38939347863197327
227,3.7833705022325095,0.37483125925064087
228,3.80003733263882,0.09971630573272705
229,3.816704163045131,0.46046581864356995
230,3.8333709934514415,0.28702327609062195
231,3.850037823857752,0.37622687220573425
232,3.866704654264063,0.5193667411804199
233,3.8833714846703735,0.6833718419075012
234,3.9000383150766837,0.10241597890853882
235,3.9167051454829944,0.3188473880290985
236,3.933371975889305,0.27843236923217773
237,3.9500388062956158,0.14411219954490662
238,3.9667056367019264,0.4264567792415619
239,3.983372467108237,0.1792536973953247
240,4.000039297514547,0.3801276683807373
241,4.016706127920858,0.2888878583908081
242,4.033372958327169,0.4286760091781616
243,4.050039788733479,0.4692282974720001
244,4.06670661913979,0.3606579899787903
245,4.083373449546101,0.7135372757911682
246,4.100040279952411,0.3082202672958374
247,4.116707110358722,0.04615754261612892
248,4.133373940765033,0.8807796835899353
249,4.150040771171343,0.2785581946372986
250,4.166707601577654,0.16800887882709503
251,4.183374431983965,0.150438129901886
252,4.200041262390275,0.1096799299120903
253,4.216708092796585,0.05795145034790039
254,4.233374923202896,0.5001029372215271
255,4.2500417536092066,0.10369718074798584
256,4.266708584015517,0.5530897378921509
257,4.283375414421828,0.5353474020957947
258,4.300042244828139,0.05472557246685028
259,4.316709075234449,0.8838340044021606
260,4.33337590564076,0.17927658557891846
261,4.350042736047071,0.20595300197601318
262,4.366709566453381,0.09062206745147705
263,4.383376396859692,0.17936809360980988
264,4.400043227266003,0.009757716208696365
265,4.416710057672313,0.5090827941894531
266,4.433376888078624,0.4549635052680969
267,4.450043718484935,0.07475577294826508
268,4.466710548891244,0.499462366104126
269,4.483377379297555,0.04135303944349289
270,4.500044209703866,0.029238829389214516
271,4.516711040110176,0.049898188561201096
272,4.533377870516487,0.04518520087003708
273,4.550044700922798,0.004289734177291393
274,4.5667115313291085,0.027500057592988014
275,4.583378361735419,0.006474639289081097
276,4.60004519214173,0.08553158491849899
277,4.6167120225480405,0.035301655530929565
278,4.633378852954351,0.055057309567928314
279,4.650045683360662,0.04953213408589363
280,4.6667125137669725,0.05256354436278343
281,4.683379344173283,0.10906220972537994
282,4.700046174579594,0.06759477406740189
283,4.716713004985904,0.01019240915775299
284,4.733379835392214,0.031629640609025955
285,4.750046665798525,0.031663957983255386
286,4.766713496204836,0.0
287,4.783380326611146,0.04687821865081787
288,4.800047157017457,0.011851105839014053
289,4.816713987423768,0.031034797430038452
290,4.833380817830078,0.00011439291847636923
291,4.850047648236389,0.0
292,4.8667144786427,0.0031801231671124697
293,4.88338130904901,0.0029170194175094366
294,4.900048139455321,0.019423916935920715
295,4.916714969861632,0.022409573197364807
296,4.933381800267942,0.01933240331709385
297,4.950048630674253,0.003122926689684391
298,4.966715461080564,0.02528083510696888
299,4.9833822914868735,0.0
300,5.000049121893184,0.01350980345159769
301,5.016715952299495,0.03009677678346634
302,5.0333827827058055,0.0
303,5.050049613112116,0.0
304,5.066716443518427,0.011748152785003185
305,5.0833832739247375,0.01690727286040783
306,5.100050104331048,0.0003431787481531501
307,5.116716934737359,0.0
308,5.13338376514367,0.004266855772584677
309,5.15005059554998,0.06214966997504234
310,5.166717425956291,0.017502116039395332
311,5.183384256362602,0.0020361938513815403
312,5.200051086768912,0.0
313,5.216717917175223,0.00022878583695273846
314,5.233384747581533,0.002939898055046797
315,5.250051577987843,0.0
316,5.266718408394154,0.006085703149437904
317,5.283385238800465,0.0028255051001906395
318,5.300052069206775,0.025383789092302322
319,5.316718899613086,0.02031618170440197
320,5.333385730019397,0.011038916185498238
321,5.350052560425707,0.002882701577618718
322,5.366719390832018,0.005914113949984312
323,5.383386221238329,0.02645908109843731
324,5.4000530516446394,0.02634468860924244
325,5.41671988205095,0.04499073326587677
326,5.433386712457261,0.001521425787359476
327,5.4500535428635715,0.03065730258822441
328,5.466720373269882,0.0
329,5.483387203676192,0.1901896595954895
330,5.500054034082503,0.10561898350715637
331,5.516720864488813,0.0689789280295372
332,5.533387694895124,0.04430437833070755
333,5.550054525301435,0.031034797430038452
334,5.566721355707745,0.0370747447013855
335,5.583388186114056,0.006508957128971815
336,5.600055016520367,0.019847171381115913
337,5.616721846926677,0.018565969541668892
338,5.633388677332988,0.23161134123802185
339,5.650055507739299,0.05608684569597244
340,5.666722338145609,0.10210711508989334
341,5.68338916855192,0.28448373079299927
342,5.700055998958231,0.16606420278549194
343,5.716722829364541,0.08894049376249313
344,5.733389659770851,0.04017479345202446
345,5.750056490177162,0.0
346,5.7667233205834725,0.028563911095261574
347,5.783390150989783,0.004724427592009306
348,5.800056981396094,0.0022992976009845734
349,5.8167238118024045,0.002287858398631215
350,5.833390642208715,0.009162873029708862
351,5.850057472615026,0.03199569880962372
352,5.8667243030213365,0.017422040924429893
353,5.883391133427647,0.17037680745124817
354,5.900057963833958,0.020064517855644226
355,5.9167247942402685,0.021197007969021797
356,5.933391624646579,0.02149442955851555
357,5.95005845505289,0.006783499848097563
358,5.966725285459201,0.00022878583695273846
359,5.983392115865511,0.016049325466156006
360,6.000058946271821,0.008053261786699295
361,6.016725776678132,0.010833009146153927
362,6.033392607084442,0.07085496932268143
363,6.050059437490753,0.003374591004103422
364,6.066726267897064,0.01890914887189865
365,6.083393098303374,0.0
366,6.100059928709685,0.009620443917810917
367,6.116726759115996,0.0
368,6.133393589522306,0.024022512137889862
369,6.150060419928617,0.0009151433478109539
370,6.166727250334928,0.0
371,6.183394080741238,0.001429911470040679
372,6.200060911147549,0.08626370131969452
373,6.21672774155386,0.024571599438786507
374,6.23339457196017,0.1014779582619667
375,6.25006140236648,0.10239309817552567
376,6.266728232772791,0.035839300602674484
377,6.283395063179102,0.019732778891921043
378,6.300061893585412,0.013223821297287941
379,6.316728723991723,0.021105492487549782
380,6.333395554398034,0.06425449997186661
381,6.350062384804344,0.011542245745658875
382,6.366729215210655,0.045802924782037735
383,6.383396045616966,0.020945342257618904
384,6.400062876023276,0.024285616353154182
385,6.416729706429587,0.024869021028280258
386,6.433396536835898,0.004335491452366114
387,6.450063367242208,0.013750028796494007
388,6.466730197648519,0.00820197258144617
389,6.48339702805483,0.025795603170990944
390,6.500063858461139,0.0
391,6.51673068886745,0.027888992801308632
392,6.533397519273761,0.022192226722836494
393,6.5500643496800715,0.07357752323150635
394,6.566731180086382,0.0
395,6.583398010492693,0.0207737535238266
396,6.6000648408990035,0.0
397,6.616731671305314,0.003706330433487892
398,6.633398501711625,0.0007321146549656987
399,6.6500653321179355,0.00011439291847636923
400,6.666732162524246,0.0
401,6.683398992930557,0.0
402,6.7000658233368675,0.0016243794234469533
403,6.716732653743178,0.05582374334335327
404,6.733399484149489,0.009071358479559422
405,6.7500663145557995,0.0
406,6.766733144962109,0.0016129401046782732
407,6.78339997536842,0.0
408,6.800066805774731,0.0
409,6.816733636181041,0.0
410,6.833400466587352,0.0
411,6.850067296993663,0.0013727149926126003
412,6.866734127399973,0.0031572445295751095
413,6.883400957806284,0.0
414,6.900067788212595,0.002264979761093855
415,6.916734618618905,0.058992426842451096
416,6.933401449025216,0.06288178265094757
417,6.950068279431527,0.0019103616941720247
418,6.966735109837837,0.0
419,6.983401940244148,0.0
420,7.000068770650459,0.0
421,7.0167356010567685,0.0
422,7.033402431463079,0.0
423,7.05006926186939,0.00022878583695273846
424,7.0667360922757005,0.0018188473768532276
425,7.083402922682011,0.033219702541828156
426,7.100069753088322,0.0002402251266175881
427,7.116736583494633,0.0030657302122563124
428,7.133403413900943,0.011507927440106869
429,7.150070244307254,0.006589031778275967
430,7.166737074713565,0.03749799728393555
431,7.183403905119875,0.13341645896434784
432,7.200070735526186,0.5334141850471497
433,7.216737565932497,0.09997940808534622
434,7.233404396338807,1.3896794319152832
435,7.250071226745118,0.3975268304347992
436,7.266738057151428,0.07696355134248734
437,7.283404887557738,0.20666223764419556
438,7.300071717964049,0.2759271562099457
439,7.31673854837036,0.3285021483898163
440,7.33340537877667,0.12447093427181244
441,7.350072209182981,0.24514402449131012
442,7.366739039589292,0.5976686477661133
443,7.383405869995602,0.7080121040344238
444,7.400072700401913,0.39009130001068115
445,7.416739530808224,0.4900707006454468
446,7.4334063612145345,0.5005605220794678
447,7.450073191620845,1.0119082927703857
448,7.466740022027156,0.1167379692196846
449,7.4834068524334665,0.4734150767326355
450,7.500073682839777,0.7134914994239807
451,7.516740513246087,0.6732709407806396
452,7.533407343652398,0.4991077482700348
453,7.550074174058708,0.4973117709159851
454,7.566741004465019,0.6369283199310303
455,7.58340783487133,1.1102290153503418
456,7.60007466527764,0.6287606954574585
457,7.616741495683951,0.4766867160797119
458,7.633408326090262,0.8455924391746521
459,7.650075156496572,1.5196298360824585
460,7.666741986902883,0.664554238319397
461,7.683408817309194,1.2617310285568237
462,7.700075647715504,0.5701686143875122
463,7.716742478121815,0.8814774751663208
464,7.733409308528126,0.2492278516292572
465,7.750076138934436,0.40028369426727295
466,7.766742969340747,0.8069161772727966
467,7.783409799747057,0.6520510911941528
468,7.8000766301533675,0.6066599488258362
469,7.816743460559678,0.5915600657463074
470,7.833410290965989,0.6886796951293945
471,7.8500771213722995,1.3808026313781738
472,7.86674395177861,0.23857787251472473
473,7.883410782184921,0.9358370304107666
474,7.9000776125912315,0.39371752738952637
475,7.916744442997542,0.6255004405975342
476,7.933411273403853,1.0393168926239014
477,7.9500781038101636,0.07189594954252243
478,7.966744934216474,0.2328353375196457
479,7.983411764622785,0.5174792408943176
480,8.000078595029095,0.2907296121120453
481,8.016745425435406,0.22636070847511292
482,8.033412255841716,2.4685418605804443
483,8.050079086248028,0.22226543724536896
484,8.066745916654337,0.9872909188270569
485,8.083412747060649,0.18190760910511017
486,8.100079577466959,0.5142762064933777
487,8.11674640787327,1.112768530845642
488,8.13341323827958,0.3386373519897461
489,8.150080068685892,1.0910110473632812
490,8.166746899092201,0.9892356395721436
491,8.183413729498511,0.5571163892745972
492,8.200080559904823,0.8772563934326172
493,8.216747390311133,0.4305749535560608
494,8.233414220717444,0.5260244011878967
495,8.250081051123754,0.11120135337114334
496,8.266747881530065,0.7999839782714844
497,8.283414711936375,0.17432336509227753
498,8.300081542342687,0.2073829174041748
499,8.316748372748997,0.3943924605846405
500,8.333415203155308,0.35938823223114014
501,8.350082033561618,0.7827563881874084
502,8.36674886396793,1.6036971807479858
503,8.38341569437424,0.2998810410499573
504,8.40008252478055,0.5874991416931152
505,8.41674935518686,1.4446338415145874
506,8.43341618559317,0.5849596261978149
507,8.450083015999482,0.9256331920623779
508,8.466749846405792,0.47080692648887634
509,8.483416676812103,0.7197945713996887
510,8.500083507218413,0.3089523911476135
511,8.516750337624725,1.4380905628204346
512,8.533417168031034,1.3352971076965332
513,8.550083998437346,0.2481296807527542
514,8.566750828843656,1.2756068706512451
515,8.583417659249967,1.291919231414795
516,8.600084489656277,0.41808322072029114
517,8.616751320062589,2.0708091259002686
518,8.633418150468898,0.6818389892578125
519,8.65008498087521,0.6645999550819397
520,8.66675181128152,0.36287721991539
521,8.68341864168783,0.7705277800559998
522,8.700085472094141,1.213571548461914
523,8.716752302500451,1.4110594987869263
524,8.733419132906763,0.3810199201107025
525,8.750085963313072,1.551453948020935
526,8.766752793719384,0.33160218596458435
527,8.783419624125694,0.9433526396751404
528,8.800086454532005,0.7743256688117981
529,8.816753284938315,1.919238567352295
530,8.833420115344627,0.4501018226146698
531,8.850086945750936,0.43685510754585266
532,8.866753776157248,0.880379319190979
533,8.883420606563558,1.1554256677627563
534,8.90008743696987,0.6716008186340332
535,8.916754267376179,0.35561326146125793
536,8.933421097782489,1.5683497190475464
537,8.9500879281888,0.25277402997016907
538,8.96675475859511,1.318343997001648
539,8.983421589001422,0.7243474125862122
540,9.000088419407732,0.01122194528579712
541,9.016755249814043,1.6411150693893433
542,9.033422080220353,0.20242971181869507
543,9.050088910626664,0.545791506767273
544,9.066755741032974,0.6577706933021545
545,9.083422571439286,0.018199913203716278
546,9.100089401845596,1.8443455696105957
547,9.116756232251907,0.03642270341515541
548,9.133423062658217,0.986833393573761
549,9.150089893064528,0.5051820278167725
550,9.166756723470838,0.004003752022981644
551,9.183423553877148,1.6970875263214111
552,9.20009038428346,0.19534878432750702
553,9.21675721468977,0.3775995671749115
554,9.233424045096081,1.1031938791275024
555,9.25009087550239,0.08078427612781525
556,9.266757705908702,0.9427234530448914
557,9.283424536315012,0.4472648799419403
558,9.300091366721324,0.3330664038658142
559,9.316758197127633,1.0811846256256104
560,9.333425027533945,0.49703723192214966
561,9.350091857940255,1.6430026292800903
562,9.366758688346566,0.6287949681282043
563,9.383425518752876,1.098423719406128
564,9.400092349159188,1.1373744010925293
565,9.416759179565497,0.21612253785133362
566,9.433426009971807,1.1893088817596436
567,9.450092840378119,0.5724221467971802
568,9.466759670784429,0.5674574971199036
569,9.48342650119074,0.3580269515514374
570,9.50009333159705,0.4777391254901886
571,9.516760162003362,0.7898945212364197
572,9.533426992409671,0.07702074944972992
573,9.550093822815983,0.38770046830177307
574,9.566760653222293,0.6709144711494446
575,9.583427483628604,0.23021574318408966
576,9.600094314034914,0.8478917479515076
577,9.616761144441226,0.5551259517669678
578,9.633427974847535,0.20366515219211578
579,9.650094805253847,0.891075074672699
580,9.666761635660157,0.5380470752716064
581,9.683428466066466,0.22240270674228668
582,9.700095296472778,1.0854514837265015
583,9.716762126879088,0.7240042090415955
584,9.7334289572854,0.8191333413124084
585,9.75009578769171,0.7001761794090271
586,9.76676261809802,0.049966827034950256
587,9.78342944850433,2.036742925643921
588,9.800096278910642,0.04282870888710022
589,9.816763109316952,0.727687656879425
590,9.833429939723263,0.3173145055770874
591,9.850096770129573,0.3733327090740204
592,9.866763600535885,1.8799903392791748
593,9.883430430942195,1.2206982374191284
594,9.900097261348506,0.2319316416978836
595,9.916764091754816,0.9376787543296814
596,9.933430922161127,0.8650048971176147
597,9.950097752567437,1.2163398265838623
598,9.966764582973747,1.1485391855239868
599,9.983431413380059,0.7907868027687073
600,10.000098243786368,0.6668534874916077
601,10.01676507419268,0.04439589008688927
602,10.03343190459899,1.5323846340179443
603,10.050098735005301,0.2067880779504776
604,10.066765565411611,0.9844311475753784
605,10.083432395817923,0.34237799048423767
606,10.100099226224232,0.49605345726013184
607,10.116766056630544,0.8006131649017334
608,10.133432887036854,0.4282985329627991
609,10.150099717443165,0.4694456458091736
610,10.166766547849475,0.47780776023864746
611,10.183433378255787,1.1783270835876465
612,10.200100208662096,0.30035004019737244
613,10.216767039068406,0.8033928871154785
614,10.233433869474718,0.3878377377986908
615,10.250100699881028,0.8052460551261902
616,10.26676753028734,0.09592989832162857
617,10.283434360693649,0.5444645285606384
618,10.30010119109996,0.18449290096759796
619,10.31676802150627,0.7470886707305908
620,10.333434851912582,0.6415840983390808
621,10.350101682318892,0.6470749974250793
622,10.366768512725203,0.5029169917106628
623,10.383435343131513,0.08077283948659897
624,10.400102173537825,1.0571163892745972
625,10.416769003944134,0.3977212905883789
626,10.433435834350446,0.6808781027793884
627,10.450102664756756,0.7587453126907349
628,10.466769495163065,0.18981216847896576
629,10.483436325569377,0.6056303977966309
630,10.500103155975687,0.6504495739936829
631,10.516769986381998,0.240877166390419
632,10.533436816788308,0.7413461804389954
633,10.55010364719462,0.44177401065826416
634,10.56677047760093,0.4108535945415497
635,10.583437308007241,0.5121256709098816
636,10.60010413841355,0.8285364508628845
637,10.616770968819862,0.7447665333747864
638,10.633437799226172,1.5954036712646484
639,10.650104629632484,0.8790295124053955
640,10.666771460038794,0.3936031460762024
641,10.683438290445105,0.727493166923523
642,10.700105120851415,0.42761215567588806
643,10.716771951257725,0.4524011015892029
644,10.733438781664036,1.1004712581634521
645,10.750105612070346,1.1266672611236572
646,10.766772442476658,1.510947346687317
647,10.783439272882967,0.41439977288246155
648,10.800106103289279,0.4693770110607147
649,10.816772933695589,0.9516804218292236
650,10.8334397641019,0.29834815859794617
651,10.85010659450821,0.3317280113697052
652,10.866773424914522,0.5313093662261963
653,10.883440255320831,0.5272140502929688
654,10.900107085727143,0.47603467106819153
655,10.916773916133453,0.2472831755876541
656,10.933440746539764,0.3007275462150574
657,10.950107576946074,0.2776430547237396
658,10.966774407352384,0.3981788754463196
659,10.983441237758695,0.20999108254909515
660,11.000108068165005,0.7547873258590698
661,11.016774898571317,0.5838500261306763
662,11.033441728977627,0.8169141411781311
663,11.050108559383938,0.2207096964120865
664,11.066775389790248,0.35212427377700806
665,11.08344222019656,0.7949392795562744
666,11.10010905060287,0.23053604364395142
667,11.11677588100918,0.5535816550254822
668,11.13344271141549,0.3333752751350403
669,11.150109541821802,0.49893614649772644
670,11.166776372228112,0.21629412472248077
671,11.183443202634423,0.4451829195022583
672,11.200110033040733,0.9506623148918152
673,11.216776863447043,0.3782973885536194
674,11.233443693853355,1.9162873029708862
675,11.250110524259664,0.8163650631904602
676,11.266777354665976,0.8308128714561462
677,11.283444185072286,0.829977810382843
678,11.300111015478597,0.5030085444450378
679,11.316777845884907,0.7162255048751831
680,11.333444676291219,0.38577866554260254
681,11.350111506697528,0.29428720474243164
682,11.36677833710384,0.44630396366119385
683,11.38344516751015,0.9061291813850403
684,11.400111997916461,0.7429705262184143
685,11.416778828322771,0.3660230040550232
686,11.433445658729083,0.4214349389076233
687,11.450112489135392,0.8664119243621826
688,11.466779319541702,0.6397881507873535
689,11.483446149948014,0.47667527198791504
690,11.500112980354324,0.37289804220199585
691,11.516779810760635,0.4492667317390442
692,11.533446641166945,0.34388798475265503
693,11.550113471573257,0.5701228380203247
694,11.566780301979566,0.4563590884208679
695,11.583447132385878,0.5037863850593567
696,11.600113962792188,1.1755931377410889
697,11.6167807931985,1.0055252313613892
698,11.633447623604809,0.872566282749176
699,11.65011445401112,0.2804456651210785
700,11.66678128441743,0.7648653388023376
701,11.683448114823742,0.5066462159156799
702,11.700114945230052,1.8817176818847656
703,11.716781775636363,0.28330549597740173
704,11.733448606042673,1.0150083303451538
705,11.750115436448983,0.36594295501708984
706,11.766782266855294,0.6159829497337341
707,11.783449097261604,0.27072227001190186
708,11.800115927667916,0.7879841923713684
709,11.816782758074226,0.1996385157108307
710,11.833449588480537,0.7576242685317993
711,11.850116418886847,0.4734722971916199
712,11.866783249293158,0.374762624502182
713,11.883450079699468,0.5541650652885437
714,11.90011691010578,1.0018645524978638
715,11.91678374051209,0.33084720373153687
716,11.933450570918401,0.7728843092918396
717,11.950117401324711,0.048079341650009155
718,11.966784231731022,1.1573131084442139
719,11.983451062137332,0.34014734625816345
720,12.000117892543642,0.7032418847084045
721,12.016784722949954,0.10301081836223602
722,12.033451553356263,0.7332013845443726
723,12.050118383762575,0.08956965059041977
724,12.066785214168885,0.2633553743362427
725,12.083452044575196,0.6354411840438843
726,12.100118874981506,0.04802214726805687
727,12.116785705387818,0.5642201900482178
728,12.133452535794127,0.585806131362915
729,12.150119366200439,0.5417877435684204
730,12.166786196606749,0.5995675921440125
731,12.18345302701306,0.36335766315460205
732,12.20011985741937,1.496991515159607
733,12.216786687825682,0.33682993054389954
734,12.233453518231991,0.9554439783096313
735,12.250120348638301,0.37707337737083435
736,12.266787179044613,0.8769932985305786
737,12.283454009450923,0.12878353893756866
738,12.300120839857234,0.4533391296863556
739,12.316787670263544,0.19385023415088654
740,12.333454500669855,0.5221350193023682
741,12.350121331076165,0.36664074659347534
742,12.366788161482477,0.6371113657951355
743,12.383454991888787,0.49118030071258545
744,12.400121822295098,0.09165160357952118
